timestamp,latency_ms,jitter_ms,packet_loss_percent
2025-08-20 15:00:00,27.7,5.7,0.6
2025-08-20 16:00:00,25.8,5.1,0.5
2025-08-20 17:00:00,24.3,4.6,0.4
2025-08-20 18:00:00,22.8,4.1,0.3
2025-08-20 19:00:00,21.3,3.7,0.2
2025-08-20 20:00:00,19.6,3.2,0.1
2025-08-20 21:00:00,18.5,2.7,0.1
2025-08-20 22:00:00,17.5,2.3,0.0
2025-08-20 23:00:00,16.6,2.0,0.0
2025-08-21 00:00:00,15.8,1.8,0.0
2025-08-21 01:00:00,16.7,2.1,0.0
2025-08-21 02:00:00,15.0,1.6,0.0
2025-08-21 03:00:00,18.4,2.7,0.2
2025-08-21 04:00:00,19.7,3.2,0.2
2025-08-21 05:00:00,17.9,2.4,0.1
2025-08-21 06:00:00,21.9,4.0,0.3
2025-08-21 07:00:00,24.7,4.7,0.4
2025-08-21 08:00:00,29.1,6.4,0.8
2025-08-21 09:00:00,25.5,5.3,0.5
2025-08-21 10:00:00,23.4,4.4,0.4
2025-08-21 11:00:00,27.3,5.7,0.6
2025-08-21 12:00:00,30.2,6.8,0.9
2025-08-21 13:00:00,31.9,7.7,1.2
2025-08-21 14:00:00,30.3,7.1,1.0
2025-08-21 15:00:00,28.5,6.0,0.7
2025-08-21 16:00:00,26.5,5.3,0.5
2025-08-21 17:00:00,25.0,4.8,0.4
2025-08-21 18:00:00,23.5,4.3,0.3
2025-08-21 19:00:00,21.9,3.9,0.2
2025-08-21 20:00:00,20.2,3.4,0.2
2025-08-21 21:00:00,19.1,2.9,0.1
2025-08-21 22:00:00,18.1,2.4,0.1
2025-08-21 23:00:00,17.2,2.1,0.0
2025-08-22 00:00:00,16.3,1.9,0.0
2025-08-22 01:00:00,17.3,2.2,0.1
2025-08-22 02:00:00,15.6,1.7,0.0
2025-08-22 03:00:00,19.0,2.8,0.2
2025-08-22 04:00:00,20.4,3.3,0.2
2025-08-22 05:00:00,18.5,2.5,0.1
2025-08-22 06:00:00,22.7,4.2,0.3
2025-08-22 07:00:00,25.5,4.9,0.5
2025-08-22 08:00:00,29.9,6.7,0.8
2025-08-22 09:00:00,26.2,5.5,0.6
2025-08-22 10:00:00,24.1,4.6,0.4
2025-08-22 11:00:00,28.1,6.0,0.7
2025-08-22 12:00:00,31.0,7.1,0.9
2025-08-22 13:00:00,32.7,8.0,1.3
2025-08-22 14:00:00,31.1,7.4,1.1
2025-08-22 15:00:00,29.2,6.3,0.8
2025-08-22 16:00:00,27.2,5.5,0.6
2025-08-22 17:00:00,25.7,5.0,0.5
2025-08-22 18:00:00,24.2,4.5,0.4
2025-08-22 19:00:00,22.6,4.1,0.3
2025-08-22 20:00:00,20.9,3.6,0.2
2025-08-22 21:00:00,19.7,3.1,0.1
2025-08-22 22:00:00,18.7,2.6,0.1
2025-08-22 23:00:00,17.8,2.3,0.0
2025-08-23 00:00:00,16.9,2.0,0.0
2025-08-23 01:00:00,17.9,2.3,0.1
2025-08-23 02:00:00,16.1,1.8,0.0
2025-08-23 03:00:00,19.7,2.9,0.2
2025-08-23 04:00:00,21.1,3.5,0.3
2025-08-23 05:00:00,19.2,2.6,0.1
2025-08-23 06:00:00,23.4,4.4,0.4
2025-08-23 07:00:00,26.3,5.2,0.5
2025-08-23 08:00:00,30.8,7.0,0.9
2025-08-23 09:00:00,27.0,5.8,0.6
2025-08-23 10:00:00,24.9,4.9,0.4
2025-08-23 11:00:00,28.9,6.3,0.7
2025-08-23 12:00:00,31.9,7.5,1.0
2025-08-23 13:00:00,33.6,8.4,1.4
2025-08-23 14:00:00,31.9,7.8,1.2
2025-08-23 15:00:00,30.0,6.6,0.8
2025-08-23 16:00:00,28.0,5.8,0.6
2025-08-23 17:00:00,26.4,5.2,0.5
2025-08-23 18:00:00,24.9,4.7,0.4
2025-08-23 19:00:00,23.3,4.3,0.3
2025-08-23 20:00:00,21.5,3.8,0.2
2025-08-23 21:00:00,20.3,3.3,0.2
2025-08-23 22:00:00,19.3,2.8,0.1
2025-08-23 23:00:00,18.4,2.4,0.1
2025-08-24 00:00:00,17.4,2.1,0.0
2025-08-24 01:00:00,18.5,2.5,0.1
2025-08-24 02:00:00,16.7,1.9,0.0
2025-08-24 03:00:00,20.3,3.1,0.2
2025-08-24 04:00:00,21.8,3.6,0.3
2025-08-24 05:00:00,19.8,2.8,0.1
2025-08-24 06:00:00,24.2,4.6,0.4
2025-08-24 07:00:00,27.1,5.4,0.5
2025-08-24 08:00:00,31.6,7.3,1.0
2025-08-24 09:00:00,27.8,6.0,0.7
2025-08-24 10:00:00,25.6,5.1,0.5
2025-08-24 11:00:00,29.7,6.6,0.8
2025-08-24 12:00:00,32.7,7.8,1.1
2025-08-24 13:00:00,34.5,8.8,1.5
2025-08-24 14:00:00,32.7,8.1,1.3
2025-08-24 15:00:00,30.7,6.9,0.9
2025-08-24 16:00:00,28.7,6.1,0.7
2025-08-24 17:00:00,27.1,5.5,0.6
2025-08-24 18:00:00,25.6,5.0,0.5
2025-08-24 19:00:00,24.0,4.5,0.4
2025-08-24 20:00:00,22.2,4.0,0.3
2025-08-24 21:00:00,21.0,3.5,0.2
2025-08-24 22:00:00,19.9,3.0,0.1
2025-08-24 23:00:00,19.0,2.6,0.1
2025-08-25 00:00:00,18.0,2.3,0.0
2025-08-25 01:00:00,19.1,2.6,0.1
2025-08-25 02:00:00,17.3,2.0,0.0
2025-08-25 03:00:00,21.0,3.2,0.2
2025-08-25 04:00:00,22.5,3.8,0.3
2025-08-25 05:00:00,20.5,2.9,0.2
2025-08-25 06:00:00,25.0,4.8,0.5
2025-08-25 07:00:00,27.9,5.6,0.6
2025-08-25 08:00:00,32.5,7.6,1.1
2025-08-25 09:00:00,28.6,6.3,0.7
2025-08-25 10:00:00,26.4,5.3,0.5
2025-08-25 11:00:00,30.5,6.9,0.8
2025-08-25 12:00:00,33.6,8.2,1.2
2025-08-25 13:00:00,35.3,9.2,1.6
2025-08-25 14:00:00,33.5,8.5,1.4
2025-08-25 15:00:00,31.5,7.2,1.0
2025-08-25 16:00:00,29.5,6.4,0.8
2025-08-25 17:00:00,27.9,5.7,0.6
2025-08-25 18:00:00,26.3,5.2,0.5
2025-08-25 19:00:00,24.7,4.7,0.4
2025-08-25 20:00:00,22.9,4.2,0.3
2025-08-25 21:00:00,21.6,3.7,0.2
2025-08-25 22:00:00,20.5,3.2,0.2
2025-08-25 23:00:00,19.6,2.8,0.1
2025-08-26 00:00:00,18.6,2.4,0.1
2025-08-26 01:00:00,19.8,2.7,0.1
2025-08-26 02:00:00,17.9,2.1,0.0
2025-08-26 03:00:00,21.7,3.4,0.3
2025-08-26 04:00:00,23.2,4.0,0.3
2025-08-26 05:00:00,21.2,3.1,0.2
2025-08-26 06:00:00,25.8,5.1,0.5
2025-08-26 07:00:00,28.8,5.9,0.6
2025-08-26 08:00:00,33.4,8.0,1.2
2025-08-26 09:00:00,29.4,6.6,0.8
2025-08-26 10:00:00,27.2,5.6,0.6
2025-08-26 11:00:00,31.4,7.2,0.9
2025-08-26 12:00:00,34.5,8.6,1.3
2025-08-26 13:00:00,36.2,9.6,1.7
2025-08-26 14:00:00,34.3,8.9,1.5
2025-08-26 15:00:00,32.3,7.5,1.1
2025-08-26 16:00:00,30.2,6.7,0.8
2025-08-26 17:00:00,28.6,6.0,0.7
2025-08-26 18:00:00,27.0,5.4,0.6
2025-08-26 19:00:00,25.4,4.9,0.4
2025-08-26 20:00:00,23.6,4.4,0.3
2025-08-26 21:00:00,22.3,3.9,0.3
2025-08-26 22:00:00,21.2,3.4,0.2
2025-08-26 23:00:00,20.2,2.9,0.1
