timestamp,device_id,device_name,latency_ms
2025-08-14 23:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,2.87
2025-08-14 23:00:00,dev-2,WNC DT-EXT03A-WNC,12.69
2025-08-14 23:00:00,dev-4,WNC DT-EXT01A-WNC (B),11.79
2025-08-15 00:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,3.2
2025-08-15 00:00:00,dev-2,WNC DT-EXT03A-WNC,10.74
2025-08-15 00:00:00,dev-4,WNC DT-EXT01A-WNC (B),14.99
2025-08-15 01:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,4.11
2025-08-15 01:00:00,dev-2,WNC DT-EXT03A-WNC,6.8
2025-08-15 01:00:00,dev-4,WNC DT-EXT01A-WNC (B),13.46
2025-08-15 02:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,1.76
2025-08-15 02:00:00,dev-2,WNC DT-EXT03A-WNC,4.3
2025-08-15 02:00:00,dev-4,WNC DT-EXT01A-WNC (B),15.71
2025-08-15 03:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,4.56
2025-08-15 03:00:00,dev-2,WNC DT-EXT03A-WNC,7.02
2025-08-15 03:00:00,dev-4,WNC DT-EXT01A-WNC (B),15.71
2025-08-15 04:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,5.68
2025-08-15 04:00:00,dev-2,WNC DT-EXT03A-WNC,5.78
2025-08-15 04:00:00,dev-4,WNC DT-EXT01A-WNC (B),19.55
2025-08-15 05:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,6.93
2025-08-15 05:00:00,dev-2,WNC DT-EXT03A-WNC,7.14
2025-08-15 05:00:00,dev-4,WNC DT-EXT01A-WNC (B),22.53
2025-08-15 06:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,9.02
2025-08-15 06:00:00,dev-2,WNC DT-EXT03A-WNC,7.88
2025-08-15 06:00:00,dev-4,WNC DT-EXT01A-WNC (B),21.56
2025-08-15 07:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,13.16
2025-08-15 07:00:00,dev-2,WNC DT-EXT03A-WNC,7.78
2025-08-15 07:00:00,dev-4,WNC DT-EXT01A-WNC (B),22.45
2025-08-15 08:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,10.94
2025-08-15 08:00:00,dev-2,WNC DT-EXT03A-WNC,9.78
2025-08-15 08:00:00,dev-4,WNC DT-EXT01A-WNC (B),21.8
2025-08-15 09:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,14.76
2025-08-15 09:00:00,dev-2,WNC DT-EXT03A-WNC,10.3
2025-08-15 09:00:00,dev-4,WNC DT-EXT01A-WNC (B),23.47
2025-08-15 10:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,11.53
2025-08-15 10:00:00,dev-2,WNC DT-EXT03A-WNC,12.22
2025-08-15 10:00:00,dev-4,WNC DT-EXT01A-WNC (B),21.37
2025-08-15 11:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,13.92
2025-08-15 11:00:00,dev-2,WNC DT-EXT03A-WNC,11.88
2025-08-15 11:00:00,dev-4,WNC DT-EXT01A-WNC (B),21.94
2025-08-15 12:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,14.63
2025-08-15 12:00:00,dev-2,WNC DT-EXT03A-WNC,14.13
2025-08-15 12:00:00,dev-4,WNC DT-EXT01A-WNC (B),22.82
2025-08-15 13:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,14.83
2025-08-15 13:00:00,dev-2,WNC DT-EXT03A-WNC,15.99
2025-08-15 13:00:00,dev-4,WNC DT-EXT01A-WNC (B),23.32
2025-08-15 14:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,14.21
2025-08-15 14:00:00,dev-2,WNC DT-EXT03A-WNC,17.97
2025-08-15 14:00:00,dev-4,WNC DT-EXT01A-WNC (B),24.19
2025-08-15 15:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,13.21
2025-08-15 15:00:00,dev-2,WNC DT-EXT03A-WNC,16.87
2025-08-15 15:00:00,dev-4,WNC DT-EXT01A-WNC (B),17.59
2025-08-15 16:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,10.13
2025-08-15 16:00:00,dev-2,WNC DT-EXT03A-WNC,18.59
2025-08-15 16:00:00,dev-4,WNC DT-EXT01A-WNC (B),19.08
2025-08-15 17:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,8.45
2025-08-15 17:00:00,dev-2,WNC DT-EXT03A-WNC,17.34
2025-08-15 17:00:00,dev-4,WNC DT-EXT01A-WNC (B),15.83
2025-08-15 18:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,8.87
2025-08-15 18:00:00,dev-2,WNC DT-EXT03A-WNC,17.1
2025-08-15 18:00:00,dev-4,WNC DT-EXT01A-WNC (B),13.94
2025-08-15 19:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,5.81
2025-08-15 19:00:00,dev-2,WNC DT-EXT03A-WNC,17.69
2025-08-15 19:00:00,dev-4,WNC DT-EXT01A-WNC (B),13.78
2025-08-15 20:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,2.86
2025-08-15 20:00:00,dev-2,WNC DT-EXT03A-WNC,12.3
2025-08-15 20:00:00,dev-4,WNC DT-EXT01A-WNC (B),12.53
2025-08-15 21:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,2.01
2025-08-15 21:00:00,dev-2,WNC DT-EXT03A-WNC,11.95
2025-08-15 21:00:00,dev-4,WNC DT-EXT01A-WNC (B),12.3
2025-08-15 22:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,1.6
2025-08-15 22:00:00,dev-2,WNC DT-EXT03A-WNC,10.13
2025-08-15 22:00:00,dev-4,WNC DT-EXT01A-WNC (B),11.62
2025-08-15 23:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,3.37
2025-08-15 23:00:00,dev-2,WNC DT-EXT03A-WNC,7.27
2025-08-15 23:00:00,dev-4,WNC DT-EXT01A-WNC (B),10.65
2025-08-16 00:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,2.9
2025-08-16 00:00:00,dev-2,WNC DT-EXT03A-WNC,8.22
2025-08-16 00:00:00,dev-4,WNC DT-EXT01A-WNC (B),11.31
2025-08-16 01:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,4.18
2025-08-16 01:00:00,dev-2,WNC DT-EXT03A-WNC,9.0
2025-08-16 01:00:00,dev-4,WNC DT-EXT01A-WNC (B),15.8
2025-08-16 02:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,3.35
2025-08-16 02:00:00,dev-2,WNC DT-EXT03A-WNC,6.35
2025-08-16 02:00:00,dev-4,WNC DT-EXT01A-WNC (B),15.84
2025-08-16 03:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,5.39
2025-08-16 03:00:00,dev-2,WNC DT-EXT03A-WNC,6.3
2025-08-16 03:00:00,dev-4,WNC DT-EXT01A-WNC (B),16.94
2025-08-16 04:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,7.5
2025-08-16 04:00:00,dev-2,WNC DT-EXT03A-WNC,7.25
2025-08-16 04:00:00,dev-4,WNC DT-EXT01A-WNC (B),19.46
2025-08-16 05:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,7.66
2025-08-16 05:00:00,dev-2,WNC DT-EXT03A-WNC,7.63
2025-08-16 05:00:00,dev-4,WNC DT-EXT01A-WNC (B),22.19
2025-08-16 06:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,10.42
2025-08-16 06:00:00,dev-2,WNC DT-EXT03A-WNC,5.96
2025-08-16 06:00:00,dev-4,WNC DT-EXT01A-WNC (B),22.65
2025-08-16 07:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,10.29
2025-08-16 07:00:00,dev-2,WNC DT-EXT03A-WNC,8.9
2025-08-16 07:00:00,dev-4,WNC DT-EXT01A-WNC (B),22.51
2025-08-16 08:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,12.13
2025-08-16 08:00:00,dev-2,WNC DT-EXT03A-WNC,8.13
2025-08-16 08:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-16 09:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,13.23
2025-08-16 09:00:00,dev-2,WNC DT-EXT03A-WNC,8.11
2025-08-16 09:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-16 10:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,12.82
2025-08-16 10:00:00,dev-2,WNC DT-EXT03A-WNC,10.0
2025-08-16 10:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-16 11:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,15.77
2025-08-16 11:00:00,dev-2,WNC DT-EXT03A-WNC,10.25
2025-08-16 11:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-16 12:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,14.36
2025-08-16 12:00:00,dev-2,WNC DT-EXT03A-WNC,12.66
2025-08-16 12:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-16 13:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,14.71
2025-08-16 13:00:00,dev-2,WNC DT-EXT03A-WNC,14.82
2025-08-16 13:00:00,dev-4,WNC DT-EXT01A-WNC (B),24.11
2025-08-16 14:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,14.66
2025-08-16 14:00:00,dev-2,WNC DT-EXT03A-WNC,17.67
2025-08-16 14:00:00,dev-4,WNC DT-EXT01A-WNC (B),22.02
2025-08-16 15:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,13.54
2025-08-16 15:00:00,dev-2,WNC DT-EXT03A-WNC,19.83
2025-08-16 15:00:00,dev-4,WNC DT-EXT01A-WNC (B),20.54
2025-08-16 16:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,12.56
2025-08-16 16:00:00,dev-2,WNC DT-EXT03A-WNC,15.59
2025-08-16 16:00:00,dev-4,WNC DT-EXT01A-WNC (B),18.92
2025-08-16 17:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,9.95
2025-08-16 17:00:00,dev-2,WNC DT-EXT03A-WNC,18.25
2025-08-16 17:00:00,dev-4,WNC DT-EXT01A-WNC (B),15.07
2025-08-16 18:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,7.97
2025-08-16 18:00:00,dev-2,WNC DT-EXT03A-WNC,15.71
2025-08-16 18:00:00,dev-4,WNC DT-EXT01A-WNC (B),16.51
2025-08-16 19:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,7.04
2025-08-16 19:00:00,dev-2,WNC DT-EXT03A-WNC,17.21
2025-08-16 19:00:00,dev-4,WNC DT-EXT01A-WNC (B),12.44
2025-08-16 20:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,3.36
2025-08-16 20:00:00,dev-2,WNC DT-EXT03A-WNC,15.21
2025-08-16 20:00:00,dev-4,WNC DT-EXT01A-WNC (B),12.62
2025-08-16 21:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,2.7
2025-08-16 21:00:00,dev-2,WNC DT-EXT03A-WNC,11.33
2025-08-16 21:00:00,dev-4,WNC DT-EXT01A-WNC (B),15.5
2025-08-16 22:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,2.2
2025-08-16 22:00:00,dev-2,WNC DT-EXT03A-WNC,13.99
2025-08-16 22:00:00,dev-4,WNC DT-EXT01A-WNC (B),14.94
2025-08-16 23:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,2.38
2025-08-16 23:00:00,dev-2,WNC DT-EXT03A-WNC,10.17
2025-08-16 23:00:00,dev-4,WNC DT-EXT01A-WNC (B),16.45
2025-08-17 00:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,4.58
2025-08-17 00:00:00,dev-2,WNC DT-EXT03A-WNC,8.81
2025-08-17 00:00:00,dev-4,WNC DT-EXT01A-WNC (B),14.72
2025-08-17 01:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,3.13
2025-08-17 01:00:00,dev-2,WNC DT-EXT03A-WNC,6.71
2025-08-17 01:00:00,dev-4,WNC DT-EXT01A-WNC (B),14.62
2025-08-17 02:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,4.8
2025-08-17 02:00:00,dev-2,WNC DT-EXT03A-WNC,6.29
2025-08-17 02:00:00,dev-4,WNC DT-EXT01A-WNC (B),17.45
2025-08-17 03:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,8.52
2025-08-17 03:00:00,dev-2,WNC DT-EXT03A-WNC,7.21
2025-08-17 03:00:00,dev-4,WNC DT-EXT01A-WNC (B),19.56
2025-08-17 04:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,7.48
2025-08-17 04:00:00,dev-2,WNC DT-EXT03A-WNC,5.95
2025-08-17 04:00:00,dev-4,WNC DT-EXT01A-WNC (B),21.16
2025-08-17 05:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,10.72
2025-08-17 05:00:00,dev-2,WNC DT-EXT03A-WNC,6.81
2025-08-17 05:00:00,dev-4,WNC DT-EXT01A-WNC (B),24.31
2025-08-17 06:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,9.85
2025-08-17 06:00:00,dev-2,WNC DT-EXT03A-WNC,7.35
2025-08-17 06:00:00,dev-4,WNC DT-EXT01A-WNC (B),23.46
2025-08-17 07:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,12.52
2025-08-17 07:00:00,dev-2,WNC DT-EXT03A-WNC,9.65
2025-08-17 07:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-17 08:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,12.82
2025-08-17 08:00:00,dev-2,WNC DT-EXT03A-WNC,8.34
2025-08-17 08:00:00,dev-4,WNC DT-EXT01A-WNC (B),24.44
2025-08-17 09:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,14.9
2025-08-17 09:00:00,dev-2,WNC DT-EXT03A-WNC,8.07
2025-08-17 09:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-17 10:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,17.5
2025-08-17 10:00:00,dev-2,WNC DT-EXT03A-WNC,13.47
2025-08-17 10:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-17 11:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,14.09
2025-08-17 11:00:00,dev-2,WNC DT-EXT03A-WNC,13.0
2025-08-17 11:00:00,dev-4,WNC DT-EXT01A-WNC (B),24.82
2025-08-17 12:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,17.38
2025-08-17 12:00:00,dev-2,WNC DT-EXT03A-WNC,16.74
2025-08-17 12:00:00,dev-4,WNC DT-EXT01A-WNC (B),24.81
2025-08-17 13:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,16.72
2025-08-17 13:00:00,dev-2,WNC DT-EXT03A-WNC,17.06
2025-08-17 13:00:00,dev-4,WNC DT-EXT01A-WNC (B),23.8
2025-08-17 14:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,14.73
2025-08-17 14:00:00,dev-2,WNC DT-EXT03A-WNC,17.45
2025-08-17 14:00:00,dev-4,WNC DT-EXT01A-WNC (B),22.35
2025-08-17 15:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,12.4
2025-08-17 15:00:00,dev-2,WNC DT-EXT03A-WNC,19.0
2025-08-17 15:00:00,dev-4,WNC DT-EXT01A-WNC (B),23.94
2025-08-17 16:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,13.37
2025-08-17 16:00:00,dev-2,WNC DT-EXT03A-WNC,21.86
2025-08-17 16:00:00,dev-4,WNC DT-EXT01A-WNC (B),19.63
2025-08-17 17:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,11.02
2025-08-17 17:00:00,dev-2,WNC DT-EXT03A-WNC,22.09
2025-08-17 17:00:00,dev-4,WNC DT-EXT01A-WNC (B),17.98
2025-08-17 18:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,10.67
2025-08-17 18:00:00,dev-2,WNC DT-EXT03A-WNC,18.73
2025-08-17 18:00:00,dev-4,WNC DT-EXT01A-WNC (B),13.93
2025-08-17 19:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,8.91
2025-08-17 19:00:00,dev-2,WNC DT-EXT03A-WNC,18.13
2025-08-17 19:00:00,dev-4,WNC DT-EXT01A-WNC (B),14.73
2025-08-17 20:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,10.01
2025-08-17 20:00:00,dev-2,WNC DT-EXT03A-WNC,18.46
2025-08-17 20:00:00,dev-4,WNC DT-EXT01A-WNC (B),15.0
2025-08-17 21:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,6.23
2025-08-17 21:00:00,dev-2,WNC DT-EXT03A-WNC,14.28
2025-08-17 21:00:00,dev-4,WNC DT-EXT01A-WNC (B),14.07
2025-08-17 22:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,4.36
2025-08-17 22:00:00,dev-2,WNC DT-EXT03A-WNC,14.6
2025-08-17 22:00:00,dev-4,WNC DT-EXT01A-WNC (B),17.28
2025-08-17 23:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,5.85
2025-08-17 23:00:00,dev-2,WNC DT-EXT03A-WNC,12.57
2025-08-17 23:00:00,dev-4,WNC DT-EXT01A-WNC (B),15.48
2025-08-18 00:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,6.0
2025-08-18 00:00:00,dev-2,WNC DT-EXT03A-WNC,11.65
2025-08-18 00:00:00,dev-4,WNC DT-EXT01A-WNC (B),18.54
2025-08-18 01:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,8.2
2025-08-18 01:00:00,dev-2,WNC DT-EXT03A-WNC,8.66
